ril_gen,ril,gen,ht_ctrl,ht_t,spad_ctrl,spad_t,rwc_ctrl,rwc_t,agb_ctrl,agb_t,bgb_ctrl,bgb_t,lt_ctrl,lt_t
L41_F3,L41,F3,17.7,9.2,29.1,NA,78.37837838,NA,0.4251,0.1654,0.2842,0.0843,NA,NA
L43_F5,L43,F5,11.9,8.3,26,11.5,104.3478261,24.61538462,0.7288,0.1791,0.3644,0.0988,NA,NA
L43_F5,L43,F5,12.9,9.7,39.3,22.5,91.78082192,22.12389381,0.8261,0.2704,0.2865,0.0878,NA,NA
L43_F5,L43,F5,13.6,5.6,28.8,31.2,90.74074074,20,0.4756,0.1806,0.5025,0.1271,NA,NA
L43_F5,L43,F5,14,8.4,31.3,17.1,86.20689655,27.27272727,0.6037,0.1846,0.2652,0.0821,NA,NA
L47_F3,L47,F3,15.5,12,27.3,NA,77.27272727,NA,0.5466,0.1721,0.2445,0.1142,NA,NA
L47_F3,L47,F3,16.1,10.1,32.5,NA,86.2745098,NA,0.5342,0.0956,0.2266,0.0213,NA,NA
L47_F3,L47,F3,15,5.9,29.3,NA,86.56716418,NA,0.8757,0.1829,0.4304,0.0755,NA,NA
L47_F3,L47,F3,14.6,7.7,29.7,12.4,93.82716049,30.3030303,0.7928,0.2629,0.3166,0.1169,NA,NA
L48_F5,L48,F5,13.4,8.6,29.3,25.6,98.73417722,59.80392157,0.6301,0.1412,0.2722,0.0613,NA,NA
L48_F5,L48,F5,12.1,7.2,31.7,25.5,100,12.38095238,0.4178,0.2776,0.2038,0.1414,NA,NA
L48_F5,L48,F5,15,7.2,19.3,NA,98.71794872,NA,0.5419,0.1963,0.2543,0.0957,NA,NA
L48_F5,L48,F5,13.6,8.3,18.6,20.8,95.65217391,70,0.6412,0.1369,0.2731,0.1179,NA,NA
L5_F5,L5,F5,12.6,4.5,25.6,14.2,100,72.72727273,0.7949,0.2303,0.3529,0.1293,NA,NA
L5_F5,L5,F5,NA,7.5,NA,NA,NA,NA,NA,0.1742,NA,0.1158,NA,NA
L5_F5,L5,F5,13,6.3,16.5,11,81.69014085,32,0.5672,0.1397,0.2682,0.0978,NA,NA
L5_F5,L5,F5,14,7.8,32.2,NA,82.35294118,NA,0.6539,0.0468,0.2274,0.0319,NA,NA
L52_F5,L52,F5,10.8,6.8,29.8,32.8,105.7971014,79.06976744,0.4182,0.2209,0.0943,0.125,31.7,33.2
L52_F5,L52,F5,12.2,9.5,28.7,26.6,92.45283019,51.35135135,0.535,0.2901,0.1665,0.1662,30.4,34.1
L52_F5,L52,F5,12.1,9.7,31.5,22.6,97.05882353,98.30508475,0.5799,0.2539,0.147,0.1071,NA,NA
L52_F5,L52,F5,8.3,6.1,27.1,28.4,83.33333333,58.57142857,0.5194,0.1649,0.209,0.1536,NA,NA
L53_F5,L53,F5,9.8,6.5,23.5,26.1,93.5483871,29.41176471,0.555,0.1741,0.3275,0.0939,NA,NA
L53_F5,L53,F5,9.1,6.5,25.4,NA,94.62365591,NA,0.3301,0.1787,0.1973,0.0852,NA,NA
L53_F5,L53,F5,8.4,6.7,25.8,17.1,94.44444444,15.625,0.5384,0.1454,0.3108,0.0884,NA,NA
L53_F5,L53,F5,12.5,7.1,31.4,NA,96.22641509,NA,0.6276,0.3056,0.2156,0.1259,NA,NA
L54_F5,L54,F5,10.5,7.5,32.2,16,94.82758621,62.96296296,0.4833,0.1772,0.1462,0.1002,31.2,34.1
L54_F5,L54,F5,13.8,9.9,25.1,24.9,96.15384615,17.68707483,0.4619,0.2238,0.2649,0.1509,33,39
L54_F5,L54,F5,13,7,28,15.8,89.58333333,92.77108434,0.5535,0.1451,0.2515,0.0933,NA,NA
L54_F5,L54,F5,12.7,7.3,28.3,35.9,82.92682927,37.5,0.5431,0.1527,0.2455,0.1431,NA,NA
L6_F6,L6,F6,9,8.1,27.4,NA,105.5555556,NA,0.6644,0.2063,0.2166,0.1115,NA,NA
L6_F6,L6,F6,12.6,8,27.4,20.8,100,56.41025641,0.3667,0.2541,0.2128,0.1364,NA,NA
L6_F6,L6,F6,11.8,7.1,28.1,15.1,89.39393939,84.61538462,0.6031,0.2006,0.2581,0.1409,NA,NA
L6_F6,L6,F6,12.3,7.3,29.4,34.6,93.22033898,42.68292683,0.9307,0.2313,0.3076,0.1194,NA,NA
L7_F5,L7,F5,11.8,7.9,30.3,20.9,100.9009009,60.52631579,0.6389,0.2322,0.2459,0.1117,NA,NA
L7_F5,L7,F5,10.4,6.9,27.1,NA,100,NA,0.4749,0.1448,0.1907,0.0679,NA,NA
L7_F5,L7,F5,13.4,8.5,31.3,27.1,75.51020408,55.76923077,0.5809,0.2228,0.1922,0.0905,NA,NA
L7_F5,L7,F5,13.1,6.8,28.2,NA,79.54545455,NA,0.6699,0.1676,0.1806,0.0748,NA,NA
L9_F5,L9,F5,11.5,7.8,32.2,10.6,92.1875,33.75,0.4343,0.1439,0.1664,0.0933,NA,NA
L9_F5,L9,F5,13.3,6.7,32.4,18.9,88.63636364,27.14285714,0.5389,0.2179,0.2447,0.0773,NA,NA
L9_F5,L9,F5,11.6,8.4,30.8,27.1,93.75,97.05882353,0.6492,0.1726,0.2418,0.0981,NA,NA
L9_F5,L9,F5,13.5,8.6,30.4,20.9,100,57.57575758,0.2379,0.1711,0.1077,0.1487,NA,NA
N1_F5,N1,F5,12.1,9.5,31,19.2,90.66666667,70,0.4879,0.2509,0.1138,0.0673,32.5,32.2
N1_F5,N1,F5,12,9.5,23.5,40.8,101.6666667,25,0.4832,0.2093,0.1559,0.1148,31.5,34.6
N1_F5,N1,F5,14.1,9.4,27.1,31.8,87.87878788,29.7029703,0.4985,0.2784,0.1844,0.0791,NA,NA
N1_F5,N1,F5,12.2,8.5,29,27.5,80.95238095,94.11764706,0.5141,NA,0.1117,NA,NA,NA
N10_F5,N10,F5,14.7,10.4,25.2,26.2,98.30508475,45.23809524,0.5153,0.1674,0.1522,0.0929,24.7,33.9
N10_F5,N10,F5,17.1,10.5,27,19.8,102.4390244,20.33898305,0.5362,0.1622,0.254,0.1441,29.7,35
N10_F5,N10,F5,15.9,12.4,30.5,32.6,80.35714286,92.5,0.4662,0.1978,0.3029,0.0906,NA,NA
N10_F5,N10,F5,10.3,9.2,29.3,NA,89.39393939,NA,0.7026,0.2925,0.1917,0.1995,NA,NA
N100_F5,N100,F5,13.3,7.4,28.1,NA,86.66666667,NA,0.9159,0.1292,0.3038,0.0506,NA,NA
N100_F5,N100,F5,8.4,8.5,30.4,NA,94.87179487,NA,0.2993,0.0673,0.1877,0.0667,NA,NA
N100_F5,N100,F5,14.9,7.5,32.4,18.9,89.47368421,20,0.7246,0.1766,0.1974,0.0549,NA,NA
N100_F5,N100,F5,13.4,10.4,30.5,29.8,82.8125,69.56521739,0.5545,0.1774,0.2293,0.0507,NA,NA
N101_F4,N101,F4,10.7,7.5,24.5,19.8,94.23076923,94.11764706,0.5613,0.2076,0.2078,0.1114,31.1,34
N101_F4,N101,F4,9.3,7.2,27.6,17.7,96.51162791,18.18181818,0.4629,0.1767,0.2559,0.1138,29.1,32.7
N101_F4,N101,F4,12.4,7.6,29,17.3,93.84615385,93.75,0.4227,0.1796,0.1655,0.1376,NA,NA
N101_F4,N101,F4,10.7,8.7,25.9,21.9,93.33333333,50.90909091,0.6069,0.1828,0.2855,0.0995,NA,NA
N102_F5,N102,F5,10.6,8.5,26.4,25.5,88.23529412,66.66666667,0.7508,0.1779,0.1749,0.0797,NA,NA
N102_F5,N102,F5,10.3,6,31.1,18.9,100,62.33766234,0.3984,0.2434,0.1421,0.0871,NA,NA
N102_F5,N102,F5,9,8.5,27.8,13.7,95.6043956,41.44144144,0.7133,0.2094,0.2136,0.0766,NA,NA
N102_F5,N102,F5,12.4,7.3,26.9,NA,92.72727273,NA,0.8684,0.2512,0.1967,0.0669,NA,NA
N107_F5,N107,F5,11.4,8.1,33.4,7.1,102.2222222,12.5,0.4414,0.1701,0.1895,0.1031,NA,NA
N107_F5,N107,F5,11.1,9.8,25.4,21,100,111.5384615,0.6185,0.2584,0.1489,0.1521,NA,NA
N107_F5,N107,F5,16.2,8.8,29.7,21.1,92,81.3559322,0.6299,0.2308,0.2088,0.134,NA,NA
N107_F5,N107,F5,14.7,10.4,31.2,27.2,90.99099099,56.52173913,0.4951,0.1549,0.2118,0.0882,NA,NA
N108_F5,N108,F5,9.8,7.6,30.2,11.9,103.9215686,41.66666667,0.454,0.1578,0.1543,0.0836,33.2,35.7
N108_F5,N108,F5,12.3,6.6,18.6,11.7,100.9345794,60,0.3275,0.1817,0.0823,0.1156,29.8,33.5
N108_F5,N108,F5,13.2,9,26.1,10,85.96491228,90.47619048,0.5603,0.0811,0.1899,0.0469,NA,NA
N108_F5,N108,F5,9.1,7.3,23.9,21.1,87.17948718,102.3809524,0.2143,0.1541,0.0795,0.0971,NA,NA
N109_F5,N109,F5,12,7.7,29.8,17.1,102.9411765,40,0.4566,0.2124,0.1892,0.1244,33,30.7
N109_F5,N109,F5,10.2,7.5,30.8,NA,93.81443299,NA,0.8635,0.2219,0.4432,0.0882,29.1,37.1
N109_F5,N109,F5,14.1,9.9,32.1,18.8,84.44444444,125,0.8297,0.0682,0.3287,0.0988,NA,NA
N109_F5,N109,F5,12.6,9.6,35.6,33.3,98.68421053,50,0.9826,0.2367,0.3757,0.0935,NA,NA
N11_F4,N11,F4,12.4,8.5,30.7,NA,92.79279279,NA,0.9496,0.3488,0.3486,0.1063,NA,NA
N11_F4,N11,F4,14.4,6.5,30.4,23.8,98.07692308,54.07166124,1.1092,0.3283,0.5014,0.1149,NA,NA
N11_F4,N11,F4,14.4,9.3,24.5,NA,97.97979798,NA,0.8539,0.2737,0.3487,0.0995,NA,NA
N11_F4,N11,F4,13.5,10.3,33,NA,93.10344828,NA,0.8169,0.1404,0.2759,0.0447,NA,NA
N110_F4,N110,F4,14.9,8.4,20.2,NA,92.59259259,NA,0.5461,0.1652,0.1854,0.0701,NA,NA
N110_F4,N110,F4,13.6,9,25.4,16.1,98.55072464,14.03508772,0.5366,0.1801,0.2487,0.0759,NA,NA
N110_F4,N110,F4,11.2,9.9,30.6,18.7,97.14285714,75,0.754,0.1563,0.3337,0.0901,NA,NA
N110_F4,N110,F4,12.3,8.2,28,14.2,78.84615385,29.31034483,0.4985,0.1765,0.1414,0.0739,NA,NA
N111_F5,N111,F5,15.4,8.5,21.4,NA,101.5625,NA,0.6729,0.2544,0.2701,0.0852,29.3,34.7
N111_F5,N111,F5,14.1,5.7,30.8,17.3,83.33333333,85.71428571,0.4892,0.2194,0.2712,0.1192,30.5,33.6
N111_F5,N111,F5,16.8,7.5,33.7,16.1,98.33333333,100,0.5127,0.1695,0.1644,0.0772,NA,NA
N111_F5,N111,F5,15.9,9.3,29.8,36.2,81.25,93.10344828,0.4823,0.1756,0.2341,0.0782,NA,NA
N113_F5,N113,F5,12.2,9,33.8,20.3,100,23.31288344,0.5179,0.2319,0.1649,0.0652,28.7,34.7
N113_F5,N113,F5,12.9,7.9,24,29.2,91.46341463,13.5021097,0.6411,0.2304,0.0984,0.0541,31.6,35.5
N113_F5,N113,F5,10.2,10.3,36.7,15.9,95.45454545,47.22222222,0.6531,0.1902,0.1969,0.0491,NA,NA
N113_F5,N113,F5,12,7.4,27.5,39.5,87.87878788,70.27027027,0.6422,0.2141,0.1584,0.1135,NA,NA
N114_F4,N114,F4,12.9,7.6,29.4,9.6,116,-13.1147541,0.4289,0.1866,0.1691,0.1573,32.4,34.7
N114_F4,N114,F4,15.6,11.4,25.2,28.5,93.18181818,88.46153846,0.3057,0.1605,0.1257,0.1423,33.6,33.8
N114_F4,N114,F4,15,8.5,28.1,27.2,100,89.47368421,0.326,0.1004,0.1433,0.0992,NA,NA
N114_F4,N114,F4,12.5,8.6,33,22.7,93.02325581,93.5483871,0.3226,0.1886,0.2019,0.1102,NA,NA
N115_F5,N115,F5,15.8,10.7,29.9,13.9,113.6363636,56.52173913,0.7758,0.0972,0.4603,0.0752,NA,NA
N115_F5,N115,F5,8.6,10.1,36,NA,95.94594595,NA,0.2331,0.1581,0.0693,0.0925,NA,NA
N115_F5,N115,F5,13.1,8.5,29.6,17.9,88.88888889,25.96153846,0.3458,0.2274,0.0862,0.1167,NA,NA
N115_F5,N115,F5,12.6,7.3,32.8,28.8,106.8181818,72.22222222,0.2091,NA,0.0893,NA,NA,NA
N116_F5,N116,F5,14.6,10,27,18.4,91.89189189,3.703703704,0.7073,0.1597,0.3234,0.0932,NA,NA
N116_F5,N116,F5,16,11.5,36.1,18.5,95.0617284,58.69565217,0.3939,0.1919,0.1169,0.1114,NA,NA
N116_F5,N116,F5,14.6,10.4,32.2,14.3,100,27.84810127,0.7114,0.1573,0.2526,0.0653,NA,NA
N116_F5,N116,F5,7.4,8.5,22.7,19,96.61016949,63.88888889,0.5145,0.1254,0.3439,0.117,NA,NA
N117_F5,N117,F5,13.2,9.9,27.3,NA,99.2,NA,1.0555,0.2189,0.4213,0.1421,28,35.5
N117_F5,N117,F5,13.5,7.3,25.8,20.3,97.22222222,87.5,0.9631,0.1886,0.2772,0.1618,28.6,33.1
N117_F5,N117,F5,14.6,8.3,28.9,24.5,93.18181818,94.87179487,0.7336,0.2512,0.4578,0.1101,NA,NA
N117_F5,N117,F5,13.4,9.1,30.1,NA,89.28571429,NA,0.6871,0.3001,0.3436,0.132,NA,NA
N118_F5,N118,F5,9.8,8,33.7,NA,89.61038961,NA,0.4449,0.2115,0.2678,0.129,NA,NA
N118_F5,N118,F5,10,8.2,28.6,40.8,94.61077844,19.44444444,0.5347,0.2083,0.1521,0.1231,NA,NA
N118_F5,N118,F5,13,6.8,36.9,NA,93.24324324,NA,0.5832,0.2947,0.2589,0.1223,NA,NA
N118_F5,N118,F5,12.4,7.4,28.8,20,96.1038961,91.11111111,0.5517,0.1817,0.1951,0.1117,NA,NA
N119_F4,N119,F4,10.5,8,29.9,20.4,89.26553672,95,0.6398,0.2019,0.1458,0.0816,27.7,34
N119_F4,N119,F4,10.3,7.1,28.4,15.8,97.33333333,15,0.3993,0.1926,0.1985,0.0608,32.8,34.8
N119_F4,N119,F4,12.2,8.6,28.3,23.7,88.60759494,19.48717949,0.8359,0.2956,0.2723,0.1654,NA,NA
N119_F4,N119,F4,10.5,9.4,24.6,26.3,78.66666667,90.74074074,0.5855,0.2907,0.1416,0.1232,NA,NA
N12_F5,N12,F5,8.4,8.7,21.2,26.8,98.03921569,40.29850746,0.6817,0.2441,0.2425,0.1073,25.5,32.1
N12_F5,N12,F5,12.1,8.2,29.5,19.1,90.66666667,17.6056338,0.2986,0.1652,0.0515,0.0719,31.8,34.6
N12_F5,N12,F5,10.1,8.7,32.1,8.7,88,20.33898305,0.7825,0.1656,0.2115,0.1025,NA,NA
N12_F5,N12,F5,13.9,8.7,29.6,NA,89.85507246,NA,0.5659,0.1475,0.1391,0.0934,NA,NA
N120_F4,N120,F4,13.8,10.1,23.9,36.9,90.625,20.3125,0.3875,0.1564,0.1456,0.0819,25.2,33.6
N120_F4,N120,F4,14,10,24.3,23.9,90,20,0.4395,NA,0.1887,NA,31.3,35.7
N120_F4,N120,F4,13.3,1.7,28.9,NA,96.47058824,NA,0.8705,0.2098,0.3012,0.0866,NA,NA
N120_F4,N120,F4,15.8,10.4,30.3,18.1,86.20689655,62.5,0.5573,0.1984,0.2499,0.1561,NA,NA
N121_F5,N121,F5,13.8,8.2,33.2,34.2,104.5454545,52.77777778,0.4973,0.1644,0.2632,0.0719,NA,NA
N121_F5,N121,F5,12.8,8.3,32.2,18,97.14285714,45.09803922,0.4918,NA,0.2206,NA,NA,NA
N121_F5,N121,F5,12.6,10.4,28.2,22.3,96.55172414,74.64788732,0.4949,0.2119,0.1149,0.0732,NA,NA
N121_F5,N121,F5,12,10,30.8,32.7,84.53608247,21.73913043,0.5613,0.3146,0.1387,0.1621,NA,NA
N122_F5,N122,F5,12.2,10.5,26.7,NA,95.18072289,NA,0.6022,0.2592,0.1875,0.0883,32.1,35
N122_F5,N122,F5,15.8,8.6,32.1,26.5,74.69879518,23.4375,0.7097,0.3184,0.1959,0.1001,33.4,34.3
N122_F5,N122,F5,13.6,11.4,26,19.8,88.75,100,0.6786,0.1714,0.2081,0.0569,NA,NA
N122_F5,N122,F5,13,10.2,26.1,25.3,87.5,17.27272727,0.5798,0.2948,0.1748,0.1054,NA,NA
N123_F5,N123,F5,9.4,6.7,28.9,11.3,105,17.5,0.4716,0.1344,0.2212,0.0649,30.4,32.4
N123_F5,N123,F5,12.2,8,26.9,26.5,77.77777778,90,0.4859,0.2099,0.1734,0.1586,27.2,33.2
N123_F5,N123,F5,11.9,9,31.8,27,100,96.61016949,0.4276,0.2001,0.4288,0.1466,NA,NA
N123_F5,N123,F5,14.3,7.4,33.9,16.2,92.98245614,90,0.6444,0.2489,0.2692,0.0795,NA,NA
N124_F5,N124,F5,11.2,8.7,27.3,32.3,95.6043956,60.78431373,0.3474,0.2018,0.144,0.2286,29.5,35
N124_F5,N124,F5,14.3,8.1,32.3,22.7,88.31168831,100,0.3927,0.0881,0.0836,0.0672,30.6,36
N124_F5,N124,F5,12.4,8.4,29.8,21.7,98.30508475,88.88888889,0.5459,0.1954,0.1363,0.0989,NA,NA
N124_F5,N124,F5,13.4,8,32.7,28.5,86.04651163,82.75862069,0.6054,0.1471,0.2259,0.0882,NA,NA
N125_F5,N125,F5,15.1,11.5,24.1,21.8,100,19.84732824,0.8524,0.2361,0.3202,0.0984,NA,NA
N125_F5,N125,F5,15.6,11.9,28.6,NA,122.2222222,NA,0.6153,0.2835,0.4727,0.1189,NA,NA
N125_F5,N125,F5,17.9,11.1,27.6,12.2,92.61744966,18.42105263,0.7424,0.2534,0.4318,0.1212,NA,NA
N125_F5,N125,F5,16.5,11.8,28.7,NA,93.5483871,NA,1.0924,0.3288,0.4154,0.1549,NA,NA
N127_F5,N127,F5,11.1,8.5,22.7,NA,97.56097561,NA,0.7773,0.2132,0.2309,0.1033,NA,NA
N127_F5,N127,F5,14.1,8,32.1,NA,96.1038961,NA,0.8709,0.2939,0.1503,0.1098,NA,NA
N127_F5,N127,F5,12.4,9.9,22.9,29.6,90.24390244,18.08510638,0.5635,0.1888,0.4748,0.0849,NA,NA
N127_F5,N127,F5,14.9,8.5,35.2,NA,88.35616438,NA,0.7702,0.2201,0.3023,0.0757,NA,NA
N128_F5,N128,F5,13.8,10.4,22.9,15.8,91.89189189,13.18681319,0.6065,0.2072,0.1481,0.0843,NA,NA
N128_F5,N128,F5,14.6,9.4,29,NA,96.2962963,NA,0.7742,0.1664,0.2818,0.0479,NA,NA
N128_F5,N128,F5,15.1,7.1,29,12.7,91.78082192,40.74074074,0.4635,0.1823,0.2136,0.0492,NA,NA
N128_F5,N128,F5,14.9,8.2,30.4,NA,92.68292683,NA,0.7291,0.1823,0.3486,0.0762,NA,NA
N129_F4,N129,F4,11.5,10,29.7,NA,103.5714286,NA,1.0663,0.2557,0.4384,0.1384,NA,NA
N129_F4,N129,F4,12.7,2.7,31.9,9.7,101.0989011,91.93548387,0.5392,0.2974,0.2309,0.1149,NA,NA
N129_F4,N129,F4,12.2,8.7,27.7,NA,77.41935484,NA,0.7607,0.2517,0.3605,0.1097,NA,NA
N129_F4,N129,F4,15.6,9.1,28.1,24,89.65517241,47.91666667,0.593,0.0997,0.1975,0.0164,NA,NA
N13_F5,N13,F5,13.3,9.2,30,23.5,93.75,23.23232323,0.5382,0.2061,0.2376,0.1611,26.5,34.3
N13_F5,N13,F5,13,8.3,32.9,25.2,102.5,76,0.6673,0.2067,0.2782,0.1774,28,32.4
N13_F5,N13,F5,15,9,33.7,22,97.14285714,92,0.3853,0.1809,0.1692,0.1103,NA,NA
N13_F5,N13,F5,15.7,8.5,36.2,20.8,100,95.45454545,0.5757,0.1594,0.3193,0.1623,NA,NA
N133_F5,N133,F5,14.1,8.2,31.7,20,96.82539683,96.96969697,0.5842,0.1349,0.1859,0.0707,32.6,32.4
N133_F5,N133,F5,12.9,10.1,31.9,22.4,93.22033898,97.87234043,0.5081,0.2563,0.0843,0.1824,29.1,35.5
N133_F5,N133,F5,15.3,7.8,25.1,26.4,91.66666667,97.36842105,0.6717,0.2012,0.1971,0.1102,NA,NA
N133_F5,N133,F5,7.9,7.5,15.8,19.9,91.04477612,90.47619048,0.2148,0.2289,0.0361,0.1236,NA,NA
N138_F5,N138,F5,12.6,9.5,31.5,NA,75,NA,0.6367,0.0474,0.2482,0.1011,NA,NA
N138_F5,N138,F5,12.9,9.2,29.6,NA,107.4766355,NA,0.6869,0.2027,0.2148,0.1014,NA,NA
N138_F5,N138,F5,9.4,9.2,34.1,29.3,97.10144928,83.33333333,0.5658,0.2691,0.3515,0.1627,NA,NA
N138_F5,N138,F5,14.2,10.1,31.1,13.5,86.36363636,38.46153846,0.5958,0.2132,0.3371,0.1233,NA,NA
N14_F5,N14,F5,15.6,8.6,25.2,5,97.77777778,26.41509434,0.8697,0.2188,0.3374,0.0862,NA,NA
N14_F5,N14,F5,10.8,9.5,24.9,NA,80.85106383,NA,1.1031,0.1668,0.3789,0.0852,NA,NA
N14_F5,N14,F5,14.9,10,30.8,NA,91.07142857,20.14925373,0.8966,0.2635,0.365,0.1001,NA,NA
N14_F5,N14,F5,15.6,9.5,33.2,NA,101.6129032,NA,0.4579,0.2034,0.2189,0.0996,NA,NA
N144_F5,N144,F5,12.3,5.2,27.2,18.9,84.90566038,94.44444444,0.5655,0.2174,0.2679,0.1004,31.8,34.2
N144_F5,N144,F5,13.2,8.9,25.1,NA,100,NA,0.6899,0.1797,0.3179,0.1274,33.2,32.4
N144_F5,N144,F5,13.6,8.5,28.1,20.4,95.71428571,100,0.9135,0.0804,0.3849,0.0412,NA,NA
N144_F5,N144,F5,14.1,9.4,26.8,28.8,81.25,94.11764706,0.7207,0.2204,0.3629,0.1574,NA,NA
N15_F5,N15,F5,13.5,8.1,23.4,21.7,98.52941176,13.88888889,0.8048,0.2976,0.4346,0.1439,NA,NA
N15_F5,N15,F5,15.5,12.2,30.5,NA,98.50746269,NA,0.9201,0.1096,0.5093,0.0601,NA,NA
N15_F5,N15,F5,14.7,9.4,31.4,NA,93.82716049,NA,0.7265,0.2584,0.3945,0.117,NA,NA
N15_F5,N15,F5,15.7,11.1,32.6,NA,85.88235294,NA,1.0528,0.3461,0.4176,0.1611,NA,NA
N154_F5,N154,F5,12.4,10,23.5,NA,91.42857143,NA,0.6844,0.197,0.3361,0.0804,NA,NA
N154_F5,N154,F5,14,9.9,21.6,NA,89.87341772,NA,0.7079,0.2273,0.2361,0.1039,NA,NA
N154_F5,N154,F5,13.1,9.4,25.3,NA,94.61538462,NA,0.6879,0.2363,0.3789,0.0837,NA,NA
N154_F5,N154,F5,15.8,9.8,34.5,NA,91.66666667,NA,0.9776,0.0996,0.3415,0.0928,NA,NA
N16_F5,N16,F5,17.3,7.6,29.1,27.7,104.6511628,25.23364486,0.6533,0.2198,0.1931,0.0889,29.4,35
N16_F5,N16,F5,9.5,9.4,21.9,21,97.95918367,30.23255814,0.6269,0.2461,0.1638,0.0914,30.8,32.7
N16_F5,N16,F5,14,7.9,22.9,NA,91.75257732,NA,0.6087,0.1924,0.1326,0.1045,NA,NA
N16_F5,N16,F5,14.1,10.4,24.3,15.3,88.81578947,95.45454545,0.419,0.2332,0.097,0.1351,NA,NA
N160_F5,N160,F5,12.8,7.8,25.6,NA,91.17647059,NA,0.4641,0.2412,0.1815,0.0906,30.5,33.7
N160_F5,N160,F5,10,7,31.6,NA,100,NA,0.4778,0.3074,0.157,0.1599,27.8,34.4
N160_F5,N160,F5,11.1,10,28.6,27.8,98.33333333,100,0.4646,0.0554,0.125,0.0662,NA,NA
N160_F5,N160,F5,13.5,8.9,28.5,20.5,85.24590164,90,0.7522,0.2229,0.2767,0.0684,NA,NA
N161_F5,N161,F5,11.9,8.3,16.2,4.3,93.33333333,28.57142857,0.5608,0.1659,0.1496,0.0645,NA,NA
N161_F5,N161,F5,12.8,7.3,23.2,6.4,95.65217391,43.08943089,0.5681,0.174,0.1708,0.0684,NA,NA
N161_F5,N161,F5,10,10.2,23.3,19.2,100,40,0.5724,0.2412,0.1321,0.0573,NA,NA
N161_F5,N161,F5,13.9,9.6,19.5,NA,90.66666667,NA,0.3605,0.3019,0.0855,0.0956,NA,NA
N162_F5,N162,F5,12.1,10,26.1,27.4,146.1538462,-22.58064516,1.1128,0.2959,0.4573,0.1315,NA,NA
N162_F5,N162,F5,11.5,5.4,27.9,NA,101.6949153,NA,0.4786,0.2695,0.3887,0.1031,NA,NA
N162_F5,N162,F5,11.7,9.9,23.7,17,89.65517241,50,0.7027,0.2261,0.4975,0.0891,NA,NA
N162_F5,N162,F5,14.9,8.8,30.6,24.6,88.33333333,14.86486486,0.8037,0.2261,0.4207,0.0846,NA,NA
N165_F5,N165,F5,15.6,11,29.1,35,77.5,-53.33333333,0.5196,0.2094,0.2634,0.0887,NA,NA
N165_F5,N165,F5,13.6,10.8,26.7,NA,113.9534884,NA,0.4023,0.1629,0.1773,0.1278,NA,NA
N165_F5,N165,F5,15.4,9.8,25.5,14.2,85.41666667,87.87878788,0.4421,0.1514,0.4164,0.0931,NA,NA
N165_F5,N165,F5,16.9,9.4,34.3,15,82.35294118,14.91712707,0.9586,0.2059,0.4428,0.0924,NA,NA
N166_F5,N166,F5,12.1,9.5,20.9,21.4,109.3023256,14,0.6383,0.1723,0.4467,0.0669,NA,NA
N166_F5,N166,F5,15.3,9.7,27.6,10.8,91.09589041,6.451612903,0.9249,0.1817,0.5202,0.1368,NA,NA
N166_F5,N166,F5,14.9,7.5,26.4,15.4,77.77777778,107.4074074,0.9937,0.2686,0.5136,0.1105,NA,NA
N166_F5,N166,F5,15.1,10.4,28.5,22,90.76923077,42.1686747,1.0068,0.2203,0.4078,0.1134,NA,NA
N172_F5,N172,F5,15.4,10.2,31.1,NA,97.05882353,NA,0.5082,0.2198,0.118,0.0999,NA,NA
N172_F5,N172,F5,17.6,12,29.3,8.1,83.33333333,57.14285714,0.6132,0.2137,0.2429,0.1004,NA,NA
N172_F5,N172,F5,21.6,13.3,30.9,19.7,82.9787234,12.6984127,0.6069,0.0253,0.1692,0.0819,NA,NA
N172_F5,N172,F5,19.2,10.9,24.8,17.1,86.66666667,NA,0.7908,0.1479,0.2003,0.0821,NA,NA
N173_F5,N173,F5,12.4,9.9,31.7,24.6,102.2222222,13.58024691,0.7525,0.227,0.3764,0.115,NA,NA
N173_F5,N173,F5,11.2,10.5,21.5,20.6,98.0952381,13.36032389,0.5124,0.2782,0.2853,0.1527,NA,NA
N173_F5,N173,F5,12.8,10,30.6,NA,96.92307692,NA,0.5257,0.2493,0.1833,0.1432,NA,NA
N173_F5,N173,F5,11.5,9,28.4,23.7,93.33333333,19.44444444,0.7615,0.2365,0.413,0.1463,NA,NA
N174_F5,N174,F5,11.6,5.9,29.9,NA,95.65217391,NA,0.4993,0.2099,0.2385,0.1281,27.2,34.3
N174_F5,N174,F5,12.6,9.3,24.3,24.7,101.5873016,92,0.4685,0.1911,0.1743,0.0804,32.2,34.7
N174_F5,N174,F5,11.6,7,34.8,18.8,90.56603774,88.31168831,0.5831,0.1429,0.2771,0.0619,NA,NA
N174_F5,N174,F5,9.2,8.9,34.4,22.7,92.85714286,20,0.6113,0.1929,0.2801,0.1221,NA,NA
N179_F5,N179,F5,12.3,6.9,28.6,16.6,94.82758621,103.4482759,0.3517,0.0832,0.1214,0.0761,30.5,32.5
N179_F5,N179,F5,11.6,12.5,24.8,23.1,92.59259259,77.77777778,0.5749,0.1054,0.2388,0.1104,31.6,33.7
N179_F5,N179,F5,12.5,6,20,16,91.20879121,96.2962963,0.3769,0.2759,0.2483,0.2609,NA,NA
